cat,probe,avg_probe_fs_0,avg_probe_fs_1,avg_probe_fs_2,avg_probe_fs_3,avg_probe_fs_4,avg_probe_fs_5,avg_probe_fs_6,avg_probe_fs_7,avg_probe_fs_8,avg_probe_fs_9
HOUSEHOLD,door,77.41372912801485,78.85714285714285,76.85714285714286,76.39332096474953,74.4860853432282,80.39332096474953,78.48608534322821,73.92949907235622,78.57884972170686,78.0630797773655
KITCHEN,drain,61.94245760668649,63.79088644217632,58.33400305392591,52.45921401591256,58.796110262798365,60.41549465562967,59.39885879611027,59.35063891344531,62.77425058265691,54.725548501165314
FURNITURE,drawer,67.86144820380937,70.77473278148356,66.14964236920358,69.06292694687777,63.51362211685285,61.89423772402154,61.61697339869806,68.32355541268183,64.94816362613518,66.61174957807603
CLOTHING,dress,84.79712378017463,83.94110597500428,83.37613422359185,77.22136620441705,82.61427837699024,83.37613422359185,79.02756377332649,82.81116247217942,80.5341551104263,82.70844033555898
FURNITURE,dresser,76.51691714216828,73.74025556537812,74.43542554046452,75.91416860885639,76.37627581772884,75.7293257253074,73.0008840311822,73.22992847384072,74.34300409869003,75.58868440086796
TOOLS,drill,75.28014842300557,74.7643784786642,74.11502782931353,77.83673469387755,71.55844155844156,76.02226345083488,74.35250463821892,73.37291280148423,77.37291280148423,75.22820037105751
DRINK,drink,88.31521739130434,87.86231884057972,87.5,86.8659420289855,91.21376811594203,88.22463768115942,91.30434782608697,91.03260869565217,92.02898550724638,88.31521739130434
HOUSEHOLD,driveway,66.96103896103897,61.001855287569576,64.25974025974025,63.6103896103896,66.25974025974027,65.51762523191094,66.07421150278293,60.259740259740255,61.888682745825605,62.63079777365491
INSTRUMENTS,drum,87.67877691928325,86.68420187407528,87.22669735327963,86.68420187407528,87.40752917968108,87.04586552687819,86.95544961367746,87.1362814400789,87.40752917968108,89.0350156172941
FURNITURE,dryer,67.86144820380937,67.35112111227195,69.43261271397573,66.51932813630154,67.58418387848589,64.0681507674998,68.7856626215543,69.34019127220124,65.9647994856546,69.15534838865224
BIRD,duck,84.89963503649636,82.41332116788321,83.14324817518248,78.83211678832116,81.04470802919708,87.93339416058394,85.17335766423358,81.50091240875912,76.0720802919708,80.01824817518248
BIRD,duckling,74.61222627737226,68.08850364963503,64.32481751824817,75.36496350364963,72.69616788321167,70.66605839416059,70.84854014598541,76.91605839416059,66.53740875912408,74.88594890510949
VEHICLES,dumptruck,75.80524344569288,75.88014981273407,73.50187265917603,71.36704119850188,78.57677902621722,73.76404494382022,71.51685393258427,73.29588014981273,75.61797752808988,80.0749063670412
BIRD,eagle,80.97627737226277,72.42244525547446,74.33850364963503,72.78740875912408,76.09489051094891,72.78740875912408,74.36131386861314,76.18613138686132,76.45985401459853,68.93248175182482
BODY,ear,77.31523677432138,79.1123439667129,79.69486823855756,78.67446007529225,76.14820685555776,77.07152764018228,77.55894590846047,74.73944917772934,77.65405191202694,76.29284723598178
SPACE,earth,87.05705705705705,87.41741741741743,88.04804804804805,87.68768768768768,87.14714714714715,87.41741741741743,86.33633633633633,87.32732732732732,87.32732732732732,87.95795795795796
NUMBERS,eight,95.16728624535315,95.53903345724908,95.07434944237917,96.09665427509293,94.70260223048328,95.26022304832713,95.63197026022306,95.4460966542751,95.07434944237917,95.53903345724908
NUMBERS,eighteen,92.75092936802973,92.03603088361453,93.40148698884758,91.3854732627967,91.94309408064055,91.01372605090077,94.05204460966543,93.12267657992565,92.03603088361453,93.15127251930227
BODY,elbow,76.92886863483257,77.36477115117893,78.33762631266099,75.5676639587874,77.60848028531801,76.24727560927283,74.9375866851595,76.29680998613037,80.52308301961561,76.73271250247672
MAMMAL,elephant,72.0806100217865,73.06100217864923,69.0087145969499,72.76688453159042,71.15468409586056,73.39869281045752,74.95642701525054,73.83442265795208,71.88453159041394,74.42265795206971
NUMBERS,eleven,93.52301973119816,94.9814126394052,93.15127251930227,93.89476694309408,95.07434944237917,93.61595653417216,94.88847583643123,93.61595653417216,95.817843866171,94.45238776093795
BODY,eye,79.35605310085198,78.14147018030513,78.62690707350902,77.02397463839905,78.82108183079058,77.31523677432138,76.73271250247672,79.16187834357045,77.85020804438281,79.79195561719834
BODY,face,75.95601347335051,79.5026748563503,79.06479096492967,79.30850009906875,81.15514166831781,79.69684961363185,76.15018823063207,81.98137507430157,79.01723796314641,79.69684961363185
FAMILY,family,68.30055658627087,66.67161410018552,71.50649350649351,69.87755102040816,67.13543599257885,66.67161410018552,66.30055658627087,69.04267161410019,67.7847866419295,70.43413729128014
FAMILY,father,74.15584415584415,75.0834879406308,78.43413729128015,76.80519480519482,71.97031539888683,74.43413729128014,73.69202226345084,74.24860853432283,75.97031539888684,70.43413729128014
HOUSEHOLD,fence,72.35250463821892,65.18738404452691,61.372912801484226,64.25974025974025,69.00185528756957,66.63079777365492,69.61038961038962,68.90909090909092,68.81632653061224,61.28014842300556
NUMBERS,fifteen,92.50071489848442,91.57134686874464,92.22190448956249,92.22190448956249,91.85015727766657,91.57134686874464,92.12896768658851,93.21561338289963,92.22190448956249,94.23791821561338
NUMBERS,fifty,95.07434944237917,96.00371747211895,96.37546468401487,95.35315985130111,94.88847583643123,95.63197026022306,94.70260223048328,95.26022304832713,95.26022304832713,96.37546468401487
BODY,finger,78.62690707350902,83.14444224291658,79.79195561719834,83.48523875569644,78.96770358628888,80.81236378046364,79.98811174955418,80.32692688725976,77.26570239746384,80.52110164454132
MEAT,fish,60.14492753623188,60.86956521739131,63.858695652173914,64.03985507246377,64.22101449275362,65.21739130434783,63.677536231884055,68.75,68.75,61.77536231884058
NUMBERS,five,95.72490706319702,96.09665427509293,96.28252788104089,96.37546468401487,95.817843866171,96.28252788104089,95.16728624535315,95.91078066914498,96.46840148698885,96.74721189591078
BIRD,flamingo,73.10675182481752,71.53284671532847,75.11405109489051,81.2728102189781,74.65784671532847,77.96532846715328,79.24270072992701,74.0191605839416,72.35401459854015,77.30383211678833
HOUSEHOLD,floor,74.11502782931353,76.67161410018552,75.83673469387755,74.57884972170686,76.7643784786642,74.94990723562151,70.67161410018554,74.39332096474953,72.4860853432282,69.13543599257885
MEAT,flounder,51.44927536231884,56.88405797101449,51.992753623188406,52.89855072463768,50.9963768115942,52.35507246376812,55.88768115942029,55.52536231884058,51.63043478260869,52.53623188405797
PLANTS,flower,78.88377445339472,66.24198586223902,75.2424790399474,65.7899062962354,66.33240177543975,60.521124445175076,65.7899062962354,68.79829031727766,69.88328127568634,67.05572908104554
INSTRUMENTS,flute,89.78300180831826,84.69505178365937,89.1500904159132,89.42133815551537,89.05967450271248,89.96383363471972,87.9746835443038,89.5117540687161,84.06214039125432,90.41591320072332
INSECT,fly,65.39855072463769,65.03623188405797,74.45652173913044,65.85144927536231,69.0217391304348,70.01811594202898,65.03623188405797,68.93115942028986,65.30797101449275,66.21376811594203
WEATHER,fog,73.77256317689532,74.22382671480145,74.49458483754512,74.22382671480145,69.7653429602888,69.13357400722022,73.32129963898917,74.13357400722022,73.59205776173286,75.21660649819495
BODY,foot,80.52308301961561,79.16187834357045,78.77352882900733,79.69684961363185,77.80265504259957,80.91143253417872,79.21141272042797,81.05805428967703,78.28809193580345,77.3627897761046
BODY,forehead,80.81632653061224,78.24053893402021,79.40558747770953,81.54349118288091,80.13473350505251,80.76679215375471,79.64929661184861,80.23182088369329,79.59976223499108,79.35605310085198
KITCHEN,fork,76.79418146749177,75.17479707466046,76.51691714216828,74.80511130756248,73.09330547295669,74.15816121514105,74.6202684240135,71.06003375391786,74.6202684240135,74.84931286667202
NUMBERS,forty,96.6542750929368,96.18959107806691,96.56133828996283,96.18959107806691,95.72490706319702,95.91078066914498,95.26022304832713,96.74721189591078,96.93308550185873,96.46840148698885
NUMBERS,four,96.28252788104089,96.56133828996283,97.21189591078068,97.11895910780669,96.6542750929368,96.6542750929368,96.09665427509293,96.37546468401487,96.56133828996283,97.39776951672863
NUMBERS,fourteen,96.00371747211895,95.72490706319702,96.18959107806691,96.09665427509293,93.61595653417216,96.18959107806691,93.15127251930227,95.91078066914498,95.72490706319702,96.00371747211895
MAMMAL,fox,65.30501089324619,68.27886710239652,65.40305010893246,68.51851851851852,70.37037037037037,68.18082788671023,70.76252723311546,67.78867102396514,67.45098039215686,65.40305010893246
KITCHEN,freezer,70.31262557261111,73.13348870851082,73.2259101502853,73.78043880093226,76.74194326127139,70.12778268906213,72.85622438318732,76.5571003777224,74.66045165956763,75.76950896086153
DAYS,friday,93.81818181818183,94.18181818181819,92.9090909090909,89.51948051948052,89.06493506493507,93.27272727272728,93.27272727272728,90.15584415584415,90.70129870129871,90.24675324675324
KITCHEN,fridge,84.65402234187897,80.8607249055694,83.03463794904766,81.04556778911838,80.39861769669695,85.20855099252591,80.02893192959897,82.20284497307723,80.30619625492244,81.9697822068633
FRUIT,fruit,84.7869842334787,86.22945320362294,87.42871519624286,87.05971150620597,89.14793693391479,89.33243877893324,86.4139550486414,90.53170077155318,89.8859443139886,85.70949345857095
DESSERT,fudge,78.48816029143897,75.97449908925319,83.91621129326047,79.94535519125682,80.3096539162113,83.64298724954462,85.79234972677597,82.27686703096539,80.12750455373407,81.22040072859745
FURNITURE,furniture,65.31784939323315,64.89994374347022,67.53596399582095,69.52503415575022,66.8890139033995,64.89994374347022,63.28055935063891,71.32926143213052,62.91087358354095,67.53596399582095
SPORTS,game,92.3076923076923,91.86046511627907,91.86046511627907,91.59212880143113,91.77101967799642,92.3076923076923,91.32379248658317,91.05545617173524,91.59212880143113,92.93381037567083
HOUSEHOLD,garage,77.14656771799628,79.05380333951763,77.33209647495362,76.25974025974025,77.8886827458256,79.51762523191096,76.9090909090909,77.79591836734694,77.05380333951763,80.4452690166976
TOYS,gift,62.171502049345015,61.801816282247046,60.692758980953144,59.25821747167082,63.60604355862735,61.709394840472555,57.26914731174154,56.29671301133167,58.19336172948646,59.35063891344531
MAMMAL,giraffe,77.53812636165578,75.25054466230937,80.37037037037037,78.91067538126362,78.51851851851852,75.44662309368192,77.10239651416121,80.80610021786492,78.47494553376906,75.79520697167756
FAMILY,girl,64.53803339517626,60.53803339517625,63.001855287569576,60.07421150278294,62.25974025974026,60.53803339517625,66.25974025974027,61.372912801484226,62.816326530612244,61.74397031539889
KITCHEN,glass,74.66045165956763,75.39982319376357,71.65474564011895,76.83436470304589,69.2959897130917,74.47560877601865,74.10592300892067,76.46467893594793,75.0301374266656,75.86193040263602
CLOTHING,glove,63.901729155966436,66.82931004964902,76.49375107002226,74.31090566683787,72.04245848313646,69.9537750385208,66.55538435199453,73.18096216401302,67.40284197911318,73.45488786166752
MAMMAL,goat,82.98474945533769,84.06318082788671,81.03485838779956,81.72113289760348,82.6470588235294,78.94335511982571,78.74727668845316,80.9912854030501,76.99346405228758,79.7276688453159
SPORTS,golf,91.94991055456173,91.32379248658317,92.84436493738819,91.05545617173524,92.03935599284436,91.94991055456173,90.608228980322,92.21824686940965,92.3076923076923,92.75491949910555
BIRD,goose,81.04470802919708,71.8521897810219,78.19343065693431,81.59215328467153,69.54835766423358,81.2271897810219,80.95346715328466,75.06843065693431,74.9771897810219,79.37956204379562
MAMMAL,gorilla,66.71023965141612,71.63398692810458,69.77124183006535,69.58605664488017,67.86492374727669,71.97167755991285,64.27015250544662,66.99346405228759,70.84967320261438,70.2723311546841
FAMILY,grandma,70.89795918367348,65.73283858998144,69.8256029684601,68.47495361781077,67.45454545454545,66.01113172541744,68.1038961038961,68.1038961038961,70.01113172541744,70.19666048237477
FAMILY,grandmother,71.18738404452691,72.02226345083488,75.65120593692023,72.02226345083488,71.55844155844156,72.39332096474953,74.16697588126159,71.09461966604825,72.20779220779221,68.67161410018554
FAMILY,grandpa,66.01113172541744,67.91836734693878,69.17625231910947,69.45454545454545,70.99072356215214,69.26901669758813,70.71243042671614,67.45454545454545,69.54730983302412,67.91836734693878
FRUIT,grape,80.33378061053338,83.06776249580679,81.5330426031533,82.88326065078833,85.24823884602483,82.88326065078833,78.950016772895,82.60650788326065,80.70278430057027,79.26031533042604
FRUIT,grapefruit,85.91915464609193,89.02214022140221,86.28815833612882,87.82287822878229,83.55417645085541,87.91512915129151,86.5649111036565,85.36564911103656,86.1959074136196,87.67192217376719
PLANTS,grass,69.67779056386651,65.94607923721848,65.76524741081703,65.85566332401775,69.76820647706722,66.3981588032221,69.85862239026797,65.49399967121487,66.48857471642282,70.58194969587375
INSECT,grasshopper,67.66304347826086,68.84057971014492,68.75,64.40217391304348,69.20289855072464,65.03623188405797,69.02173913043478,65.1268115942029,68.56884057971014,66.57608695652173
INSTRUMENTS,guitar,90.95840867992766,88.31168831168831,87.58836100608252,87.04586552687819,91.77215189873418,87.31711326648035,91.68173598553345,87.4979450928818,86.77461778727601,88.49252013808976
BODY,hair,78.24053893402021,80.66970477511393,79.30850009906875,77.55894590846047,78.62888844858331,77.99682979988111,79.89300574598772,80.96096691103625,77.99682979988111,78.23855755894591
MEAT,ham,81.61231884057972,82.6086956521739,82.33695652173914,82.6086956521739,82.51811594202898,82.69927536231884,82.24637681159422,80.79710144927536,77.98913043478262,83.33333333333334
MEAT,hamburger,74.18478260869566,75.54347826086956,75.18115942028986,74.54710144927536,73.91304347826086,75.36231884057972,78.80434782608697,79.34782608695652,79.34782608695652,76.3586956521739
TOOLS,hammer,81.51762523191096,77.98144712430425,77.8886827458256,81.70315398886827,75.14656771799628,75.70315398886827,78.77551020408163,79.00185528756958,80.25974025974027,78.81632653061224
MAMMAL,hamster,67.14596949891067,61.39433551198257,63.9760348583878,68.3115468409586,64.21568627450979,61.04575163398693,62.712418300653596,60.359477124183,61.43790849673203,61.786492374727665
BODY,hand,83.58628888448582,83.05131761442442,78.96968496136319,81.25222904695859,82.41925896572222,80.18426788191005,84.36298791361206,82.85714285714285,81.20467604517535,80.42599564097483
CLOTHING,hat,82.93100496490327,81.60417736688923,84.63448039719226,84.2492723848656,82.64851908919707,85.67026194144837,82.36603321349084,84.54031843862353,84.06950864577983,86.61188152713576
BODY,head,81.88428769566079,80.52308301961561,80.76679215375471,79.45512185456707,81.59302555973846,82.27263721022389,79.21339409550228,81.20467604517535,81.05805428967703,81.20269467010105
BODY,heart,69.68694273826034,61.32950267485635,59.92074499702794,59.09451159104419,63.516940756885276,65.3140479492768,65.946106597979,64.53734892015058,61.03824053893402,62.44501684168813
VEHICLES,helicopter,76.36704119850187,78.50187265917603,77.30337078651685,76.55430711610487,78.12734082397003,77.95880149812734,77.19101123595506,76.36704119850187,78.22097378277152,80.2808988764045
CLOTHING,helmet,80.65399760315015,73.45488786166752,73.3607259030988,75.82605718198938,74.78171545968156,76.20270501626433,75.06420133538778,77.14432460195172,78.56531415853449,74.20818353021743
BIRD,hen,71.76094890510949,73.12956204379562,75.34215328467153,72.21715328467153,76.25456204379562,76.34580291970804,80.58850364963503,78.83211678832116,72.58211678832116,74.0419708029197
BODY,hip,53.01763423816128,50.394293639786014,48.30592431147216,52.338022587675844,48.9855359619576,50.297206261145234,50.54091539528432,51.85258569447196,49.082623340598374,51.41470180305132
MAMMAL,hippo,75.01089324618736,70.81699346405229,70.57734204793029,73.15904139433552,72.66884531590414,69.89106753812638,71.49237472766885,75.44662309368192,75.83877995642702,69.94553376906319
CLOTHING,hood,68.43862352336929,64.82622838555042,65.01455230268789,61.13679164526622,63.216914911830166,66.34137990070194,62.557781201849,61.61616161616161,64.36397877075844,65.67368601266907
MAMMAL,horse,68.70370370370371,72.30936819172113,69.97821350762527,70.5119825708061,71.38344226579521,70.45751633986929,73.43137254901961,69.0958605664488,75.04357298474946,70.86056644880175
TIMES,hour,84.9576814567838,84.41908181585022,77.81482431392665,84.32931520902795,84.59861502949474,84.23954860220569,83.88048217491664,83.61118235444987,83.79071556809438,84.688381636317
NUMBERS,hundred,93.05833571632829,95.26022304832713,95.817843866171,93.8018301401201,93.15127251930227,95.26022304832713,93.4300829282242,92.68658850443236,95.26022304832713,95.817843866171
MAMMAL,hyena,71.59041394335513,68.23529411764706,68.72549019607843,67.84313725490196,67.50544662309368,65.02178649237473,72.86492374727669,73.15904139433552,69.35729847494554,66.63398692810458
WEATHER,ice,65.97472924187726,61.24548736462094,55.70397111913358,66.4259927797834,69.89169675090253,66.15523465703971,60.07220216606498,70.4332129963899,65.97472924187726,67.68953068592059
INSTRUMENTS,instrument,82.8867335196449,82.70590169324346,89.87341772151899,84.60463587045865,88.42676311030742,85.14713134966298,83.88130856485287,84.24297221765575,85.05671543646227,85.23754726286373
TOOLS,iron,53.87755102040816,61.32096474953618,55.87755102040817,61.50649350649351,58.67161410018553,62.949907235621524,59.320964749536174,59.135435992578856,56.300556586270865,58.34137291280148
CLOTHING,jacket,86.51771956856703,85.65314158534498,84.80568395822633,86.79164526622154,87.1768532785482,83.38469440164356,87.9301489470981,83.29909262112652,86.41499743194659,85.74730354391372
MAMMAL,jaguar,74.78213507625271,77.81045751633987,74.00871459694989,76.98257080610023,77.46187363834423,78.77995642701525,76.25272331154684,77.90849673202615,79.66230936819171,73.71459694989106
MONTHS,january,85.86956521739131,85.32608695652173,86.50362318840578,86.05072463768116,84.78260869565217,86.23188405797102,90.03623188405797,86.1413043478261,86.23188405797102,87.40942028985508
VEHICLES,jeep,80.2808988764045,82.95880149812734,81.83520599250936,85.91760299625469,87.49063670411985,86.10486891385769,85.1685393258427,86.38576779026216,85.54307116104869,85.28089887640449
VEHICLES,jet,75.1310861423221,75.69288389513109,75.50561797752809,75.78651685393258,75.0374531835206,76.70411985018727,75.58052434456928,76.89138576779027,74.38202247191012,78.10861423220973
DRINK,juice,84.96376811594203,85.32608695652173,85.23550724637681,84.69202898550725,83.96739130434783,84.32971014492753,85.5072463768116,84.42028985507247,85.05434782608697,86.1413043478261
MONTHS,july,91.57608695652173,91.66666666666667,91.57608695652173,91.21376811594203,91.7572463768116,91.48550724637681,90.67028985507247,91.48550724637681,91.93840579710144,92.66304347826086
MONTHS,june,85.68840579710145,89.94565217391303,90.03623188405797,90.21739130434783,86.1413043478261,89.85507246376811,89.94565217391303,89.94565217391303,89.85507246376811,90.48913043478261
SPACE,jupiter,87.29729729729729,88.37837837837839,87.38738738738738,86.75675675675676,86.93693693693693,88.10810810810811,87.74774774774774,86.75675675675676,81.29129129129129,83.36336336336336
MAMMAL,kangaroo,81.4814814814815,80.119825708061,77.87581699346406,78.80174291938997,77.93028322440088,78.11546840958606,78.84531590413944,81.7755991285403,78.26797385620915,77.2004357298475
FAMILY,kid,58.34137291280148,65.17625231910947,71.45454545454545,67.64007421150279,58.990723562152134,61.73283858998144,63.87755102040816,63.26901669758813,63.36178107606679,65.73283858998144
HOUSEHOLD,kitchen,79.65120593692022,78.53803339517626,73.55844155844156,73.74397031539888,72.53803339517626,79.4656771799629,80.53803339517626,82.02226345083487,81.74397031539888,79.55844155844156
TOYS,kite,53.80133408342039,55.605561359800696,60.50791609740417,57.687052961504456,52.96954110744997,59.95338744675721,54.49650405850679,59.67612312143375,55.14345415092823,56.25251145222213
MAMMAL,kitten,72.72331154684095,69.70588235294117,68.62745098039215,71.55773420479304,68.03921568627452,69.161220043573,69.45533769063181,66.1437908496732,65.70806100217865,65.2723311546841
BATHROOM,kleenex,70.54722441462773,77.61115495922127,76.69034464614575,75.41436464088397,71.09971060247304,77.51907392791371,74.86187845303867,77.05866877137595,76.5982636148382,76.42725598526702
BODY,knee,76.24529423419852,80.08321775312066,75.4190608282148,77.60649891024372,77.02199326332475,77.8482266693085,79.15989696849614,77.4598771547454,77.3627897761046,80.374479889043
KITCHEN,knife,72.58699670497468,77.34871011813871,80.12537169492887,78.2287229767741,71.15245519569235,75.59270272442338,72.58699670497468,79.01631439363497,75.03817407377642,78.96809451097002
MAMMAL,koala,62.47276688453158,65.69716775599129,63.747276688453155,66.52505446623094,67.05882352941177,62.03703703703704,67.49455337690632,67.84313725490196,65.69716775599129,62.63616557734204
TOOLS,ladder,54.16697588126161,60.909090909090914,54.25974025974026,58.63079777365492,58.07421150278294,59.09461966604823,61.18738404452691,63.98144712430427,62.07421150278293,60.909090909090914
INSECT,ladybug,77.71739130434783,82.15579710144928,86.59420289855072,77.89855072463769,82.15579710144928,82.88043478260869,77.26449275362319,77.89855072463769,77.80797101449275,86.95652173913044
MAMMAL,lamb,67.6797385620915,67.93028322440087,67.8322440087146,67.48366013071896,69.13943355119825,65.3921568627451,70.119825708061,68.5511982570806,72.75599128540304,71.78649237472767
FURNITURE,lamp,70.87117254681348,68.83790082777466,71.84360684722334,69.4848509201961,73.55541268182915,65.22944627501406,65.59913204211203,68.41999517801173,68.65305794422567,68.14273085268826
BODY,lap,70.07529225282344,65.7023974638399,63.27323162274618,67.93738854765208,62.59361997226075,62.44699821676243,67.88785417079453,67.93738854765208,65.0703388151377,61.571230433921144
TOOLS,lawnmower,75.71428571428571,77.15769944341373,76.87940630797773,78.32282003710576,76.13729128014842,76.9721706864564,73.3951762523191,80.32282003710576,78.78664192949907,77.99257884972171
BODY,leg,80.71527640182286,84.0677630275411,83.82405389340202,77.50941153160294,82.46483059243116,80.52110164454132,79.84148999405588,78.2365761838716,79.500693481276,79.59778085991678
TOYS,lego,64.20879209193924,64.94816362613518,60.32307321385518,59.165796029896335,60.785180422727635,68.6008197380053,63.93152776661577,64.39363497548823,64.20879209193924,63.51362211685285
FRUIT,lemon,86.28815833612882,87.85642401878565,88.04092586380409,87.21066756122107,86.93391479369339,87.11841663871185,86.65716202616571,87.57967125125796,87.76417309627642,88.409929553841
DRINK,lemonade,84.51086956521738,90.1268115942029,88.40579710144927,89.85507246376811,90.39855072463769,89.22101449275362,87.2282608695652,85.59782608695652,89.58333333333333,82.88043478260869
MAMMAL,leopard,76.99346405228758,80.9912854030501,79.33551198257081,79.43355119825708,79.18300653594773,75.92592592592592,76.93899782135077,80.9912854030501,78.84531590413944,80.9912854030501
VEGETABLE,lettuce,88.25136612021858,85.64663023679418,84.82695810564664,85.00910746812387,88.88888888888889,86.10200364298726,89.16211293260474,84.46265938069217,88.43351548269581,86.55737704918033
PLANTS,lily,58.8443202367253,67.30231793522933,63.118527042577675,68.20647706723656,63.29935886897913,68.29689298043729,58.30182475752096,58.21140884432023,63.02811112937695,68.11606115403583
SHAPE,line,79.85559566787003,74.49458483754512,79.67509025270758,69.04332129963899,74.7653429602888,68.50180505415162,73.95306859205776,74.13357400722022,74.13357400722022,75.03610108303249
MAMMAL,lion,82.30936819172113,80.84967320261438,84.50980392156863,85.43572984749454,82.70152505446623,82.99564270152506,84.11764705882354,81.38344226579521,82.02614379084967,83.9760348583878
BODY,lip,78.72597582722409,74.79096492966119,76.49098474341193,78.19100455716269,75.71428571428571,74.01426590053497,80.13671488012682,75.47057658014663,73.47929463047355,77.99682979988111
BATHROOM,lipstick,64.86450933964747,69.08708234675085,67.89002893975268,63.680610365693234,60.1026045777427,65.41699552749276,64.49618521441727,63.22020520915548,61.2075769534333,62.58879242304657
DESSERT,lollipop,75.10018214936247,76.73952641165755,75.2823315118397,79.52641165755921,69.07103825136612,78.3424408014572,74.46265938069216,76.92167577413478,72.13114754098359,73.22404371584699
SHAPE,loop,62.545126353790614,64.25992779783394,57.54512635379061,63.98916967509025,59.801444043321304,58.08664259927798,61.46209386281589,58.71841155234657,58.357400722021666,60.52346570397111
BATHROOM,lotion,74.57248092607209,67.98210997106024,79.88687187582215,74.94080505130229,73.65167061299658,77.59800052617732,72.09944751381215,73.92791370691924,74.21731123388582,80.99184425151276
FAMILY,ma,60.712430426716146,55.3617810760668,61.82560296846012,59.454545454545446,56.24860853432282,55.176252319109466,57.64007421150279,57.547309833024116,55.547309833024116,54.1038961038961
FAMILY,mama,64.8051948051948,62.61966604823748,62.712430426716146,58.897959183673464,62.99072356215214,61.26901669758813,64.8051948051948,66.71243042671614,60.99072356215214,60.196660482374774
MONTHS,march,88.31521739130434,94.38405797101449,93.11594202898551,93.84057971014492,83.69565217391303,89.76449275362319,92.02898550724638,92.93478260869566,93.84057971014492,94.29347826086956
MONTHS,may,63.22463768115942,76.26811594202898,72.28260869565217,72.3731884057971,64.13043478260869,72.46376811594203,79.98188405797102,71.55797101449275,71.55797101449275,73.09782608695652
MEAT,meat,82.42753623188406,81.8840579710145,81.97463768115942,86.32246376811594,85.86956521739131,86.8659420289855,82.06521739130434,85.68840579710144,82.6086956521739,82.78985507246377
BODY,memory,50.204081632653065,53.7982960174361,48.59916782246879,49.13413909253022,51.80701406776302,54.33326728749752,51.22448979591837,50.106994254012285,50.834158906280955,48.84089558153358
ELECTRONICS,microphone,82.90520731537066,77.48150216389782,76.75554935083066,73.63534831774396,73.54460421611057,69.24472986178975,72.90939550467681,72.72790730141003,76.93703755409744,74.17981292754432
KITCHEN,microwave,79.47440327895202,78.31712609499317,71.88780840633288,78.77923330386562,73.13750703206622,76.1432130515149,76.51289881861287,80.21377481314795,74.66446998312304,78.9640761874146
DRINK,milk,86.68478260869566,85.68840579710144,85.59782608695652,85.5072463768116,86.1413043478261,85.86956521739131,86.05072463768116,87.2282608695652,86.1413043478261,87.59057971014492
BODY,mind,61.56924905884684,59.81969486823855,60.110957004160895,60.20804438280166,62.7838319793937,62.7838319793937,59.528432732316226,63.90132752129978,59.62552011095701,62.63721022389538
TIMES,minute,66.31187483970248,73.54449858938189,66.58117466016927,66.67094126699153,73.09566555527059,66.0425750192357,73.09566555527059,65.86304180559117,66.7607078738138,73.7240318030264
CLOTHING,mitten,63.49940078753637,66.44410203732237,67.57404554014724,63.50796096558808,63.790446841294305,65.87057010785824,63.696284882725564,63.89316897791474,61.98424927238486,67.95069337442219
KITCHEN,mixer,74.75689142489753,82.84979506549868,77.76259744434621,77.52953467813228,81.04556778911838,77.25227035280881,81.60009643976534,76.69774170216186,77.85501888612072,73.08928714940127
FAMILY,mom,72.99072356215214,75.91836734693878,77.64007421150279,70.28942486085343,73.54730983302412,73.36178107606679,75.54730983302412,79.0834879406308,73.45454545454547,76.66048237476808
DAYS,monday,93.45454545454545,93.0,93.54545454545455,93.36363636363636,89.33766233766234,93.27272727272728,93.36363636363636,92.9090909090909,93.63636363636363,90.33766233766234
MAMMAL,monkey,75.58823529411765,76.02396514161221,75.29411764705883,77.34204793028323,72.71241830065361,73.87799564270152,77.18954248366012,76.6557734204793,73.3442265795207,75.25054466230937
MONTHS,month,77.26449275362319,78.98550724637681,78.26086956521738,78.35144927536231,74.00362318840578,77.89855072463769,78.71376811594203,77.53623188405797,78.89492753623189,78.35144927536231
BODY,mood,45.19912819496731,47.48167228056271,44.517535169407566,44.12918565484446,47.675847037844264,48.74380820289281,43.98454527442045,45.246681196750544,44.614622548048345,48.258371309688926
SPACE,moon,75.13513513513513,74.59459459459458,75.04504504504504,75.13513513513513,75.67567567567568,81.50150150150151,79.51951951951952,80.15015015015014,75.58558558558559,81.14114114114115
MAMMAL,moose,80.79520697167756,78.84531590413944,76.22004357298475,77.97385620915033,78.64923747276688,76.89542483660131,82.5925925925926,85.22875816993464,78.40958605664487,77.00435729847494
TOOLS,mop,59.23933209647496,57.1873840445269,58.68274582560298,64.25974025974025,51.51762523191095,55.23933209647496,52.961038961038966,54.816326530612244,57.14656771799629,56.723562152133574
TIMES,morning,79.96922287766094,72.46729930751474,73.18543216209285,80.23852269812772,79.69992305719416,79.43062323672736,79.52038984354964,79.52038984354964,79.96922287766094,80.68735573223904
FAMILY,mother,78.24860853432283,77.7847866419295,76.80519480519482,77.87755102040816,80.34137291280148,75.97031539888684,78.7643784786642,75.7847866419295,76.80519480519482,78.43413729128015
VEHICLES,motorcycle,77.95880149812734,73.87640449438202,78.14606741573033,79.90636704119851,73.31460674157303,77.49063670411984,72.19101123595506,72.94007490636704,78.23970037453182,77.22846441947566
MAMMAL,mouse,79.640522875817,74.22657952069717,75.20697167755992,77.69063180827887,78.08278867102396,77.54901960784312,80.76252723311546,76.76470588235293,78.42047930283225,75.06535947712419
